pdb_id,het_code,chain,seqid,status,representative,centroid_distance,pocket_rmsd,n_pocket,aligned_mol2,message
6LPL,OCT,A,2413,off_site,False,23.94,0.17,58,,
6LPL,OCT,A,2421,off_site,False,19.81,0.17,58,,
2YDO,SOG,A,502,off_site,False,19.6,1.03,58,,
2YDO,SOG,A,501,off_site,False,19.2,1.03,58,,
2YDV,SOG,A,504,off_site,False,26.2,0.95,57,,
2YDV,SOG,A,505,off_site,False,35.95,0.95,57,,
2YDV,SOG,A,503,off_site,False,34.97,0.95,57,,
2YDV,SOG,A,502,off_site,False,19.95,0.95,57,,
2YDV,SOG,A,501,off_site,False,19.27,0.95,57,,
5G53,SOG,A,502,off_site,False,37.78,0.91,57,,
5G53,SOG,A,501,off_site,False,34.24,0.91,57,,
6LPJ,TRD,A,2427,off_site,False,27.49,0.14,58,,
6LPJ,TRD,A,2422,off_site,False,21.35,0.14,58,,
6LPJ,TRD,A,2425,off_site,False,29.26,0.14,58,,
6LPK,TRD,A,2425,off_site,False,29.33,0.14,58,,
6LPK,TRD,A,2422,off_site,False,21.46,0.14,58,,
6LPK,TRD,A,2427,off_site,False,27.59,0.14,58,,
6LPL,TRD,A,2427,off_site,False,27.45,0.17,58,,
6LPL,TRD,A,2422,off_site,False,21.26,0.17,58,,
6LPL,TRD,A,2425,off_site,False,29.13,0.17,58,,
6LPL,TRD,A,2420,off_site,False,24.86,0.17,58,,
7INM,U4D,A,1234,off_site,False,32.52,0.2,58,,
6LPJ,UND,A,2415,off_site,False,30.49,0.14,58,,
6LPK,UND,A,2415,off_site,False,30.55,0.14,58,,
6LPL,UND,A,2415,off_site,False,30.28,0.17,58,,
7INE,VN9,A,1234,off_site,False,33.36,0.21,58,,
7INV,Y25,A,1234,off_site,False,33.05,0.2,58,,
7INP,YPN,A,1234,off_site,False,33.74,0.2,58,,
8GNG,JQ9,A,401,symmetry_dup,False,1.56,0.38,58,,
5G53,NEC,B,400,symmetry_dup,False,5.75,0.92,57,,
4UG2,NGI,B,1307,symmetry_dup,False,1.68,1.07,57,,
7EZC,UKA,B,1200,symmetry_dup,False,1.0,1.25,52,,
