pdb_id,het_code,chain,seqid,status,representative,centroid_distance,pocket_rmsd,n_pocket,aligned_mol2,message
6Q4I,HGK,A,302,kept,True,1.54,1.14,47,6Q4I_HGK_A302.mol2,
6Q4A,HGW,A,301,kept,True,5.49,1.11,46,6Q4A_HGW_A301.mol2,
6Q4E,HH5,A,303,kept,True,4.98,1.2,48,6Q4E_HH5_A303.mol2,
6Q4C,HH8,A,301,kept,True,3.85,1.09,47,6Q4C_HH8_A301.mol2,
6Q4J,HHB,A,303,kept,True,2.03,1.17,46,6Q4J_HHB_A303.mol2,
6Q4B,HHN,A,301,kept,True,5.54,1.01,45,6Q4B_HHN_A301.mol2,
6Q48,HHQ,A,302,kept,True,5.92,1.35,48,6Q48_HHQ_A302.mol2,
6Q4D,HHT,A,301,kept,True,0.61,1.13,47,6Q4D_HHT_A301.mol2,
6Q4G,HJK,A,301,kept,True,2.47,1.28,48,6Q4G_HJK_A301.mol2,
1URW,I1P,A,1300,kept,True,4.84,1.16,46,1URW_I1P_A1300.mol2,
8RU8,I74,A,301,kept,True,3.55,0.97,46,8RU8_I74_A301.mol2,
7ZPC,JLC,A,301,kept,True,6.89,1.1,47,7ZPC_JLC_A301.mol2,
3PXZ,JWS,A,301,kept,True,4.44,0.88,46,3PXZ_JWS_A301.mol2,
4FKP,LS5,A,301,kept,True,5.3,1.15,49,4FKP_LS5_A301.mol2,
2VTT,LZD,A,1299,kept,True,3.85,0.91,47,2VTT_LZD_A1299.mol2,
1GZ8,MBP,A,1300,kept,True,3.15,1.09,48,1GZ8_MBP_A1300.mol2,
6YL1,OWN,A,301,kept,True,3.62,1.1,46,6YL1_OWN_A301.mol2,
6YLK,OY2,A,301,kept,True,4.42,1.05,47,6YLK_OY2_A301.mol2,
6Q3B,PYZ,A,301,kept,True,5.71,1.21,48,6Q3B_PYZ_A301.mol2,
8FP0,RRC,A,303,kept,True,3.97,0.99,49,8FP0_RRC_A303.mol2,
2R3F,SC8,A,501,kept,True,2.82,1.01,47,2R3F_SC8_A501.mol2,
2R3G,SC9,A,501,kept,True,3.85,1.0,47,2R3G_SC9_A501.mol2,
2R3H,SCE,A,501,kept,True,5.98,0.95,47,2R3H_SCE_A501.mol2,
2R3I,SCF,A,501,kept,True,3.96,1.06,47,2R3I_SCF_A501.mol2,
2R3J,SCJ,A,501,kept,True,4.19,0.97,48,2R3J_SCJ_A501.mol2,
2R3K,SCQ,A,501,kept,True,4.0,0.94,48,2R3K_SCQ_A501.mol2,
2R3L,SCW,A,501,kept,True,4.31,1.06,49,2R3L_SCW_A501.mol2,
2R3M,SCX,A,501,kept,True,3.73,0.86,48,2R3M_SCX_A501.mol2,
2R3N,SCZ,A,501,kept,True,4.47,1.09,49,2R3N_SCZ_A501.mol2,
4EOJ,SGM,B,502,kept,True,7.78,1.85,19,4EOJ_SGM_B502.mol2,
7QHL,SGM,B,503,kept,True,7.78,1.87,17,7QHL_SGM_B503.mol2,
3PY0,SU9,A,301,kept,True,3.89,1.42,41,3PY0_SU9_A301.mol2,
5ANE,SZL,A,1299,kept,True,4.78,1.03,47,5ANE_SZL_A1299.mol2,
8ERD,WQ6,A,301,kept,True,3.84,0.99,47,8ERD_WQ6_A301.mol2,
8ERN,WQK,A,402,kept,True,3.76,0.86,47,8ERN_WQK_A402.mol2,
3QQF,X07,A,543,kept,True,4.79,1.02,46,3QQF_X07_A543.mol2,
3QQJ,X11,A,300,kept,True,5.09,1.13,43,3QQJ_X11_A300.mol2,
3QRT,X14,A,535,kept,True,4.71,1.07,48,3QRT_X14_A535.mol2,
3QX2,X63,A,300,kept,True,4.44,1.04,47,3QX2_X63_A300.mol2,
3QXP,X64,A,300,kept,True,4.37,1.08,47,3QXP_X64_A300.mol2,
4GCJ,X64,A,305,kept,True,4.39,1.11,46,4GCJ_X64_A305.mol2,
3QXO,X65,A,668,kept,True,5.52,1.0,46,3QXO_X65_A668.mol2,
3QZG,X67,A,471,kept,True,4.79,1.11,44,3QZG_X67_A471.mol2,
3QWJ,X6A,A,483,kept,True,4.76,1.06,47,3QWJ_X6A_A483.mol2,
3QZI,X72,A,512,kept,True,4.68,1.09,47,3QZI_X72_A512.mol2,
3RAI,X85,A,923,kept,True,4.58,1.03,46,3RAI_X85_A923.mol2,
3R73,X87,A,920,kept,True,4.18,1.01,46,3R73_X87_A920.mol2,
3R28,XA0,A,782,kept,True,5.17,1.02,46,3R28_XA0_A782.mol2,
8UV0,XKU,A,301,kept,True,3.9,0.97,47,8UV0_XKU_A301.mol2,
7M2F,YOS,A,901,kept,True,5.08,0.99,48,7M2F_YOS_A901.mol2,
5ANJ,ZXC,A,1299,kept,True,3.2,1.04,48,5ANJ_ZXC_A1299.mol2,
3PXZ,2AN,A,299,off_site,False,18.37,0.88,46,,
3PXZ,2AN,A,300,off_site,False,10.82,0.88,46,,
4FKU,60K,A,301,off_site,False,25.16,1.01,46,,
7RWE,7TH,A,302,off_site,False,11.51,0.99,45,,
7RWF,7TW,A,302,off_site,False,11.77,1.01,47,,
8FOW,7TW,A,304,off_site,False,11.74,1.06,48,,
8FP0,7TW,A,304,off_site,False,11.6,0.99,49,,
7RXO,80E,A,302,off_site,False,11.59,1.2,45,,
7S7A,8FI,A,302,off_site,False,12.12,0.94,48,,
7S9X,8KF,A,301,off_site,False,11.82,1.07,46,,
7SA0,8KQ,A,306,off_site,False,12.58,1.05,43,,
5OO0,9YZ,A,301,off_site,False,31.9,0.97,47,,
6Q3F,HEW,A,301,off_site,False,20.54,1.08,47,,
6Q49,HGQ,A,402,off_site,False,32.91,1.16,47,,
6Q4D,HHT,A,302,off_site,False,15.32,1.13,47,,
6Q4D,HHT,A,303,off_site,False,19.12,1.13,47,,
6Q4D,HHT,A,304,off_site,False,16.51,1.13,47,,
6Q4D,HHT,A,305,off_site,False,27.95,1.13,47,,
6Q4D,HHT,A,306,off_site,False,15.79,1.13,47,,
6Q4K,HHW,A,301,off_site,False,27.18,1.02,46,,
6Q4K,HHW,A,302,off_site,False,34.32,1.02,46,,
4EOJ,SGM,B,503,off_site,False,28.54,1.85,19,,
7QHL,SGM,D,502,off_site,False,28.6,1.91,21,,
2CCH,ATP,A,1297,symmetry_dup,False,0.92,0.97,48,,
4EOJ,ATP,C,301,symmetry_dup,False,0.9,0.25,48,,
6Q3C,BYZ,A,301,symmetry_dup,False,5.39,1.01,47,,
7QHL,D5P,A,301,symmetry_dup,False,5.24,0.45,45,,
6Q3B,PYZ,A,302,symmetry_dup,False,5.53,1.21,48,,
7QHL,SGM,D,501,symmetry_dup,False,7.41,1.91,21,,
