pdb_id,het_code,chain,seqid,status,representative,centroid_distance,pocket_rmsd,n_pocket,aligned_mol2,message
8GEC,G1I,R,501,kept,True,0.52,0.83,57,8GEC_G1I_R501.mol2,
8GED,G1I,R,501,kept,True,0.43,0.88,58,8GED_G1I_R501.mol2,
8GFV,G1I,R,501,kept,True,0.38,0.83,57,8GFV_G1I_R501.mol2,
8GFW,G1I,R,501,kept,True,0.49,0.85,57,8GFW_G1I_R501.mol2,
8GFX,G1I,R,501,kept,True,0.49,0.86,57,8GFX_G1I_R501.mol2,
8GFY,G1I,R,501,kept,True,0.55,0.87,56,8GFY_G1I_R501.mol2,
8GFZ,G1I,R,501,kept,True,0.56,0.86,56,8GFZ_G1I_R501.mol2,
8GG0,G1I,R,501,kept,True,0.54,0.87,56,8GG0_G1I_R501.mol2,
8GG1,G1I,R,501,kept,True,0.5,0.87,57,8GG1_G1I_R501.mol2,
8GG2,G1I,R,501,kept,True,0.52,0.85,56,8GG2_G1I_R501.mol2,
8GG3,G1I,R,501,kept,True,0.45,0.85,57,8GG3_G1I_R501.mol2,
8GG4,G1I,R,501,kept,True,0.44,0.81,57,8GG4_G1I_R501.mol2,
8GG5,G1I,R,501,kept,True,0.49,0.86,56,8GG5_G1I_R501.mol2,
8GG6,G1I,R,501,kept,True,0.49,0.79,57,8GG6_G1I_R501.mol2,
8GG7,G1I,R,501,kept,True,0.51,0.89,56,8GG7_G1I_R501.mol2,
8GG8,G1I,R,501,kept,True,0.45,0.83,56,8GG8_G1I_R501.mol2,
8GG9,G1I,R,501,kept,True,0.42,0.88,56,8GG9_G1I_R501.mol2,
8GGA,G1I,R,501,kept,True,0.37,1.0,55,8GGA_G1I_R501.mol2,
8GGB,G1I,R,501,kept,True,0.42,1.08,54,8GGB_G1I_R501.mol2,
8GGC,G1I,R,501,kept,True,0.89,1.1,53,8GGC_G1I_R501.mol2,
8GGE,G1I,R,501,kept,True,0.84,1.13,53,8GGE_G1I_R501.mol2,
8GGI,G1I,R,501,kept,True,0.51,0.84,57,8GGI_G1I_R501.mol2,
8GGJ,G1I,R,501,kept,True,0.43,0.8,56,8GGJ_G1I_R501.mol2,
8GGK,G1I,R,501,kept,True,0.5,0.8,57,8GGK_G1I_R501.mol2,
8GGL,G1I,R,501,kept,True,0.52,0.82,57,8GGL_G1I_R501.mol2,
8GGM,G1I,R,501,kept,True,0.51,0.82,57,8GGM_G1I_R501.mol2,
8GGN,G1I,R,501,kept,True,0.43,0.81,57,8GGN_G1I_R501.mol2,
8GGO,G1I,R,501,kept,True,0.38,0.81,56,8GGO_G1I_R501.mol2,
8GGP,G1I,R,501,kept,True,0.43,0.79,57,8GGP_G1I_R501.mol2,
8GGQ,G1I,R,501,kept,True,0.38,0.77,57,8GGQ_G1I_R501.mol2,
8GGR,G1I,R,501,kept,True,0.4,0.79,57,8GGR_G1I_R501.mol2,
8GGU,G1I,R,501,kept,True,0.46,0.74,56,8GGU_G1I_R501.mol2,
8UNL,G1I,R,501,kept,True,0.24,0.82,56,8UNL_G1I_R501.mol2,
8UNM,G1I,R,501,kept,True,0.49,0.85,57,8UNM_G1I_R501.mol2,
8UNN,G1I,R,501,kept,True,0.63,0.88,56,8UNN_G1I_R501.mol2,
8UNO,G1I,R,501,kept,True,0.45,0.88,56,8UNO_G1I_R501.mol2,
8UNP,G1I,R,501,kept,True,0.42,0.86,57,8UNP_G1I_R501.mol2,
8UNQ,G1I,R,501,kept,True,0.38,0.85,57,8UNQ_G1I_R501.mol2,
8UNR,G1I,R,501,kept,True,0.41,0.85,57,8UNR_G1I_R501.mol2,
8UNS,G1I,R,501,kept,True,0.56,0.84,57,8UNS_G1I_R501.mol2,
8UNT,G1I,R,501,kept,True,0.26,0.85,57,8UNT_G1I_R501.mol2,
8UNV,G1I,R,501,kept,True,0.38,0.88,57,8UNV_G1I_R501.mol2,
8UNW,G1I,R,501,kept,True,0.39,0.87,56,8UNW_G1I_R501.mol2,
7XK9,GJ6,A,1401,kept,True,1.51,0.91,57,7XK9_GJ6_A1401.mol2,
8JJ8,H98,F,501,kept,True,2.77,0.83,56,8JJ8_H98_F501.mol2,
3NY8,JRZ,A,1203,kept,True,0.71,0.44,58,3NY8_JRZ_A1203.mol2,
6PS4,JRZ,A,1201,kept,True,0.63,0.46,58,6PS4_JRZ_A1201.mol2,
3NY9,JSZ,A,1203,kept,True,0.47,0.41,58,3NY9_JSZ_A1203.mol2,
3NYA,JTZ,A,1203,kept,True,0.72,0.45,58,3NYA_JTZ_A1203.mol2,
6OBA,JTZ,A,1203,kept,True,0.6,0.45,58,6OBA_JTZ_A1203.mol2,
6PRZ,JTZ,A,1201,kept,True,0.25,0.5,58,6PRZ_JTZ_A1201.mol2,
6PS2,JTZ,A,1201,kept,True,0.43,0.46,58,6PS2_JTZ_A1201.mol2,
8JJO,JTZ,F,501,kept,True,0.67,0.54,58,8JJO_JTZ_F501.mol2,
6MXT,K5Y,A,1401,kept,True,4.4,0.82,57,6MXT_K5Y_A1401.mol2,
9LW5,LDP,R,401,kept,True,1.42,0.78,57,9LW5_LDP_R401.mol2,
3P0G,P0G,A,366,kept,True,2.27,0.74,58,3P0G_P0G_A366.mol2,
3SN6,P0G,R,1601,kept,True,2.24,0.82,58,3SN6_P0G_R1601.mol2,
4LDE,P0G,A,1401,kept,True,2.23,0.87,58,4LDE_P0G_A1401.mol2,
6N48,P0G,A,1401,kept,True,2.23,0.85,58,6N48_P0G_A1401.mol2,
9L8L,P0G,R,501,kept,True,1.86,0.83,57,9L8L_P0G_R501.mol2,
6PS5,SNP,A,1201,kept,True,0.26,0.44,58,6PS5_SNP_A1201.mol2,
3D4S,TIM,A,401,kept,True,0.39,0.36,58,3D4S_TIM_A401.mol2,
6PS1,TIM,A,1201,kept,True,0.39,0.48,58,6PS1_TIM_A1201.mol2,
6PS6,TIM,A,1201,kept,True,0.38,0.4,58,6PS6_TIM_A1201.mol2,
8UHB,WV8,A,401,kept,True,2.64,1.14,56,8UHB_WV8_A401.mol2,
4LDL,XQC,A,1401,kept,True,3.17,0.88,57,4LDL_XQC_A1401.mol2,
9RKG,A1JHU,A,1226,no_pocket,False,53.76,,0,,
9RKI,A1JHU,A,1227,no_pocket,False,53.95,,0,,
9RKG,ACM,A,1207,no_pocket,False,65.23,,0,,
9RKI,ACM,A,1207,no_pocket,False,65.48,,0,,
9CHU,FK5,C,201,no_pocket,False,41.39,26.99,0,,
8GG9,GTP,A,401,no_pocket,False,21.88,2.1,3,,
8GGA,GTP,A,401,no_pocket,False,24.18,1.58,4,,
8GGB,GTP,A,401,no_pocket,False,8.56,1.65,4,,
8GGC,GTP,A,401,no_pocket,False,8.54,1.67,4,,
4LDE,1WV,A,1403,off_site,False,16.04,0.87,58,,
4LDL,1WV,A,1403,off_site,False,16.14,0.88,57,,
4LDO,1WV,A,1401,off_site,False,15.53,0.87,57,,
6N48,1WV,A,1402,off_site,False,16.11,0.85,58,,
5X7D,8VS,A,1205,off_site,False,31.61,0.34,58,,
2RH1,ACM,A,411,off_site,False,39.84,0.0,58,,
5D5A,ACM,A,1205,off_site,False,39.86,0.17,58,,
5D6L,ACM,A,1211,off_site,False,39.97,0.06,58,,
5X7D,ACM,A,1208,off_site,False,39.57,0.34,58,,
8W1V,AV0,B,1202,off_site,False,18.25,0.46,57,,
9L8L,DR7,C,401,off_site,False,24.86,0.83,57,,
8GFV,GTP,A,401,off_site,False,33.0,1.94,15,,
8GFW,GTP,A,401,off_site,False,32.9,1.99,14,,
8GFX,GTP,A,401,off_site,False,36.63,1.99,17,,
8GFY,GTP,A,401,off_site,False,38.9,1.81,13,,
8GFZ,GTP,A,401,off_site,False,38.02,1.95,20,,
8GG0,GTP,A,401,off_site,False,38.54,1.93,14,,
8GG1,GTP,A,401,off_site,False,38.63,1.71,12,,
8GG2,GTP,A,401,off_site,False,38.45,1.67,12,,
8GG3,GTP,A,401,off_site,False,38.81,1.9,13,,
8GG4,GTP,A,401,off_site,False,38.99,1.98,10,,
8GG5,GTP,A,401,off_site,False,36.86,1.95,16,,
8GG6,GTP,A,401,off_site,False,38.5,2.01,12,,
8GG7,GTP,A,401,off_site,False,40.57,1.68,17,,
8GG8,GTP,A,401,off_site,False,37.71,1.75,11,,
8GGE,GTP,A,401,off_site,False,23.64,1.72,10,,
8UNL,GTP,A,401,off_site,False,39.67,1.74,15,,
8UNM,GTP,A,401,off_site,False,41.28,1.53,16,,
8UNN,GTP,A,401,off_site,False,36.51,1.95,15,,
8UNO,GTP,A,401,off_site,False,45.8,1.71,9,,
8UNP,GTP,A,401,off_site,False,38.71,1.9,14,,
8UNQ,GTP,A,401,off_site,False,40.94,1.43,16,,
8UNR,GTP,A,401,off_site,False,41.18,1.63,16,,
8UNS,GTP,A,401,off_site,False,36.27,1.75,14,,
8UNT,GTP,A,401,off_site,False,40.65,1.65,16,,
8UNV,GTP,A,401,off_site,False,31.58,2.06,12,,
8UNW,GTP,A,401,off_site,False,40.46,1.68,17,,
6MXT,HTO,A,1405,off_site,False,33.4,0.82,57,,
6N48,KBY,A,1403,off_site,False,30.57,0.85,58,,
9BUY,KBY,R,505,off_site,False,31.38,0.87,57,,
9UAM,LTX,A,602,off_site,False,32.98,1.65,27,,
6OBA,M3J,A,1204,off_site,False,18.1,0.45,58,,
8W1V,A1AE2,A,1201,symmetry_dup,False,4.66,0.46,57,,
5JQH,CAU,A,1401,symmetry_dup,False,0.06,0.45,58,,
