pdb_id,het_code,chain,seqid,status,representative,centroid_distance,pocket_rmsd,n_pocket,aligned_mol2,message
5HF6,EFS,B,605,kept,True,7.23,0.72,49,5HF6_EFS_B605.mol2,
5HF8,EFS,B,605,kept,True,6.88,0.66,46,5HF8_EFS_B605.mol2,
6WUV,ELT,B,602,kept,True,6.49,0.29,51,6WUV_ELT_B602.mol2,
6WUY,ELT,A,605,kept,True,6.61,0.44,49,6WUY_ELT_A605.mol2,
5HFA,FP1,A,608,kept,True,5.71,0.33,50,5HFA_FP1_A608.mol2,
6WVO,GD8,A,603,kept,True,6.16,0.28,51,6WVO_GD8_A603.mol2,
4EY6,GNT,A,604,kept,True,4.77,0.32,49,4EY6_GNT_A604.mol2,
7D9O,H0L,B,601,kept,True,0.19,0.19,51,7D9O_H0L_B601.mol2,
7D9P,H0R,A,601,kept,True,0.21,0.19,50,7D9P_H0R_A601.mol2,
7D9Q,H1R,B,601,kept,True,0.1,0.18,51,7D9Q_H1R_B601.mol2,
5HF9,HI6,A,607,kept,True,4.09,0.32,48,5HF9_HI6_A607.mol2,
6CQU,HI6,A,601,kept,True,4.31,0.27,49,6CQU_HI6_A601.mol2,
6CQV,HI6,A,601,kept,True,3.6,0.61,51,6CQV_HI6_A601.mol2,
6CQW,HI6,B,606,kept,True,4.04,0.3,50,6CQW_HI6_B606.mol2,
6CQY,HI6,B,605,kept,True,4.11,0.26,52,6CQY_HI6_B605.mol2,
6NTG,HI6,B,601,kept,True,4.91,0.33,51,6NTG_HI6_B601.mol2,
6NTM,HI6,B,606,kept,True,3.55,0.33,52,6NTM_HI6_B606.mol2,
6NTN,HI6,A,601,kept,True,4.72,0.32,52,6NTN_HI6_A601.mol2,
6WUY,HI6,A,606,kept,True,3.34,0.44,49,6WUY_HI6_A606.mol2,
6WV1,HI6,A,608,kept,True,4.08,0.3,52,6WV1_HI6_A608.mol2,
6WVO,HI6,A,604,kept,True,3.76,0.28,51,6WVO_HI6_A604.mol2,
6NEA,HLO,A,605,kept,True,3.31,0.3,51,6NEA_HLO_A605.mol2,
4EY5,HUP,A,604,kept,True,6.11,0.22,50,4EY5_HUP_A604.mol2,
4BDT,HUW,A,701,kept,True,5.55,0.58,50,4BDT_HUW_A701.mol2,
6NTH,L0S,B,605,kept,True,6.35,0.24,49,6NTH_L0S_B605.mol2,
6NTK,L0S,B,605,kept,True,6.18,0.22,49,6NTK_L0S_B605.mol2,
6NTM,L0S,B,605,kept,True,6.29,0.33,52,6NTM_L0S_B605.mol2,
6NTG,L1M,B,609,kept,True,6.24,0.33,51,6NTG_L1M_B609.mol2,
6NTL,L1M,B,604,kept,True,6.28,0.24,49,6NTL_L1M_B604.mol2,
6NTN,L2Y,A,608,kept,True,6.15,0.32,52,6NTN_L2Y_A608.mol2,
6NTO,L2Y,A,605,kept,True,6.17,0.25,51,6NTO_L2Y_A605.mol2,
6O5R,LND,B,601,kept,True,5.15,0.26,50,6O5R_LND_B601.mol2,
6O5S,LND,A,602,kept,True,4.96,0.23,49,6O5S_LND_A602.mol2,
6O5V,LND,A,601,kept,True,4.15,0.19,49,6O5V_LND_A601.mol2,
6O66,LND,B,601,kept,True,4.68,0.17,50,6O66_LND_B601.mol2,
8DT5,LND,A,606,kept,True,4.78,0.29,51,8DT5_LND_A606.mol2,
8AEN,LWL,A,601,kept,True,5.17,0.83,48,8AEN_LWL_A601.mol2,
8AEV,LWU,A,601,kept,True,0.74,0.29,51,8AEV_LWU_A601.mol2,
7RB5,NWA,A,601,kept,True,6.42,0.2,48,7RB5_NWA_A601.mol2,
7RB6,NWA,A,601,kept,True,6.32,0.16,48,7RB6_NWA_A601.mol2,
7RB7,NWA,B,601,kept,True,6.27,0.23,48,7RB7_NWA_B601.mol2,
6U34,PQV,A,603,kept,True,4.08,0.34,49,6U34_PQV_A603.mol2,
6U37,PQV,A,602,kept,True,4.53,0.17,49,6U37_PQV_A602.mol2,
6U3P,PQY,A,601,kept,True,0.76,0.31,49,6U3P_PQY_A601.mol2,
6ZWE,QRH,A,602,kept,True,3.79,0.3,49,6ZWE_QRH_A602.mol2,
7XN1,THA,A,601,kept,True,5.81,0.32,50,7XN1_THA_A601.mol2,
6WUZ,UCJ,B,602,kept,True,5.89,0.21,51,6WUZ_UCJ_B602.mol2,
6WV1,UCJ,A,607,kept,True,6.16,0.3,52,6WV1_UCJ_A607.mol2,
6WVC,UCY,B,604,kept,True,6.44,0.2,49,6WVC_UCY_B604.mol2,
6WVQ,UCY,A,606,kept,True,6.56,0.22,50,6WVQ_UCY_A606.mol2,
5HQ3,VX,A,601,kept,True,6.52,0.31,49,5HQ3_VX_A601.mol2,
6CQT,VX,A,607,kept,True,6.14,0.24,50,6CQT_VX_A607.mol2,
6CQV,VX,A,607,kept,True,6.96,0.61,51,6CQV_VX_A607.mol2,
6CQW,VX,B,605,kept,True,6.22,0.3,50,6CQW_VX_B605.mol2,
6CQX,VX,A,601,kept,True,7.12,0.6,50,6CQX_VX_A601.mol2,
6CQY,VX,B,606,kept,True,6.54,0.26,52,6CQY_VX_B606.mol2,
6CQZ,VX,A,605,kept,True,6.31,0.28,52,6CQZ_VX_A605.mol2,
6O5S,VX,A,601,kept,True,6.25,0.23,49,6O5S_VX_A601.mol2,
6U37,VX,A,601,kept,True,5.94,0.17,49,6U37_VX_A601.mol2,
6WVP,WW2,B,602,kept,True,6.62,0.27,50,6WVP_WW2_B602.mol2,
7P1N,4J1,aa,602,off_site,False,38.49,0.27,49,,
9F6R,A1AAJ,B,613,off_site,False,35.2,0.43,49,,
9F6R,A1IAS,A,624,off_site,False,9.28,0.41,50,,
4M0F,1YK,A,604,symmetry_dup,False,0.85,0.4,51,,
4M0E,1YL,A,604,symmetry_dup,False,4.07,0.27,50,,
7RB7,3VI,A,602,symmetry_dup,False,6.11,0.23,48,,
8DT4,3VI,B,602,symmetry_dup,False,6.46,0.48,51,,
8DT7,3VI,A,601,symmetry_dup,False,6.57,0.2,49,,
9OMS,A1CD5,B,601,symmetry_dup,False,5.27,0.28,49,,
9OMT,A1CDA,A,604,symmetry_dup,False,7.57,0.39,49,,
6O4X,AA,A,605,symmetry_dup,False,6.03,0.39,51,,
6F25,CVZ,B,610,symmetry_dup,False,5.26,0.44,48,,
5HF5,DEP,A,604,symmetry_dup,False,6.94,0.81,49,,
5HF8,DEP,A,605,symmetry_dup,False,6.16,0.78,46,,
5HF9,DEP,B,605,symmetry_dup,False,6.62,0.39,49,,
5HFA,DEP,B,605,symmetry_dup,False,6.6,0.37,50,,
8DT2,DEP,B,601,symmetry_dup,False,6.39,0.57,49,,
8DT4,DEP,B,601,symmetry_dup,False,6.51,0.48,51,,
8DT5,DEP,B,601,symmetry_dup,False,6.42,0.3,51,,
9OMT,DEP,A,601,symmetry_dup,False,6.53,0.39,49,,
4EY7,E20,A,604,symmetry_dup,False,0.11,0.17,50,,
6O4W,E20,B,604,symmetry_dup,False,0.03,0.07,49,,
7E3H,E20,A,601,symmetry_dup,False,0.11,0.17,50,,
6O50,EBW,B,601,symmetry_dup,False,0.77,0.22,49,,
6O52,EBW,A,601,symmetry_dup,False,0.75,0.31,50,,
5HF6,EFS,A,604,symmetry_dup,False,7.33,0.81,47,,
5HF8,EFS,A,604,symmetry_dup,False,6.83,0.78,46,,
6WUV,ELT,A,603,symmetry_dup,False,6.52,0.33,51,,
6WUY,ELT,B,601,symmetry_dup,False,6.28,0.49,51,,
5HFA,FP1,B,609,symmetry_dup,False,6.65,0.37,50,,
5HFA,FP1,A,607,symmetry_dup,False,6.63,0.33,50,,
6WVO,GD8,B,605,symmetry_dup,False,6.33,0.3,51,,
4EY6,GNT,B,605,symmetry_dup,False,4.81,0.35,51,,
7D9O,H0L,A,601,symmetry_dup,False,0.17,0.21,49,,
7D9P,H0R,B,601,symmetry_dup,False,0.12,0.19,51,,
7D9Q,H1R,A,601,symmetry_dup,False,0.15,0.18,49,,
5HF9,HI6,B,610,symmetry_dup,False,4.52,0.39,49,,
6CQU,HI6,B,601,symmetry_dup,False,3.03,0.28,49,,
6CQV,HI6,B,601,symmetry_dup,False,3.5,0.73,49,,
6CQW,HI6,A,607,symmetry_dup,False,4.35,0.31,51,,
6CQY,HI6,A,605,symmetry_dup,False,4.34,0.3,52,,
6NTG,HI6,A,601,symmetry_dup,False,4.53,0.38,51,,
6NTM,HI6,A,605,symmetry_dup,False,4.55,0.37,51,,
6NTN,HI6,B,601,symmetry_dup,False,3.49,0.34,52,,
6WUY,HI6,B,602,symmetry_dup,False,4.03,0.49,51,,
6WV1,HI6,B,605,symmetry_dup,False,3.48,0.31,50,,
6WVO,HI6,B,606,symmetry_dup,False,4.47,0.3,51,,
6NEA,HLO,B,605,symmetry_dup,False,3.31,0.33,50,,
4EY5,HUP,B,605,symmetry_dup,False,6.06,0.24,51,,
6NTH,L0S,A,608,symmetry_dup,False,6.26,0.26,50,,
6NTK,L0S,A,606,symmetry_dup,False,6.25,0.22,51,,
6NTM,L0S,A,604,symmetry_dup,False,6.36,0.37,51,,
6NTG,L1M,A,606,symmetry_dup,False,6.27,0.38,51,,
6NTL,L1M,A,605,symmetry_dup,False,6.28,0.27,50,,
6NTN,L2Y,B,606,symmetry_dup,False,6.12,0.34,52,,
6NTO,L2Y,B,605,symmetry_dup,False,6.12,0.26,48,,
6O5R,LND,A,601,symmetry_dup,False,4.95,0.3,49,,
6O5S,LND,B,602,symmetry_dup,False,5.24,0.24,50,,
6O5V,LND,B,601,symmetry_dup,False,3.73,0.21,49,,
6O66,LND,A,601,symmetry_dup,False,4.65,0.18,50,,
8DT5,LND,B,607,symmetry_dup,False,4.78,0.3,51,,
8AEN,LWL,B,601,symmetry_dup,False,5.4,1.01,50,,
7RB6,NWA,B,601,symmetry_dup,False,6.34,0.16,48,,
7RB7,NWA,A,601,symmetry_dup,False,6.34,0.23,48,,
6U34,PQV,B,604,symmetry_dup,False,4.25,0.37,49,,
6U37,PQV,B,602,symmetry_dup,False,4.48,0.18,49,,
7XN1,THA,B,601,symmetry_dup,False,5.86,0.35,50,,
6WUZ,UCJ,A,601,symmetry_dup,False,5.92,0.22,48,,
6WV1,UCJ,B,604,symmetry_dup,False,6.1,0.31,50,,
6WVC,UCY,A,605,symmetry_dup,False,6.35,0.21,51,,
6WVQ,UCY,B,605,symmetry_dup,False,6.55,0.22,49,,
5HQ3,VX,B,601,symmetry_dup,False,6.03,0.32,50,,
6CQT,VX,B,605,symmetry_dup,False,6.2,0.25,49,,
6CQV,VX,B,606,symmetry_dup,False,7.05,0.73,49,,
6CQW,VX,A,606,symmetry_dup,False,6.1,0.31,51,,
6CQX,VX,B,601,symmetry_dup,False,7.29,0.73,49,,
6CQY,VX,A,606,symmetry_dup,False,6.57,0.3,52,,
6CQZ,VX,B,601,symmetry_dup,False,6.39,0.28,49,,
6O5S,VX,B,603,symmetry_dup,False,6.6,0.24,50,,
6O5S,VX,B,601,symmetry_dup,False,6.23,0.24,50,,
6O5S,VX,A,603,symmetry_dup,False,6.92,0.23,49,,
6U37,VX,B,601,symmetry_dup,False,6.0,0.18,49,,
6WVP,WW2,A,602,symmetry_dup,False,6.18,0.28,50,,
