pdb_id,het_code,chain,seqid,status,representative,centroid_distance,pocket_rmsd,n_pocket,aligned_mol2,message
6J8H,9SL,A,2007,off_site,False,31.52,0.63,42,,
7W9P,9SL,A,2001,off_site,False,31.66,0.86,43,,
7W9T,9SL,A,2001,off_site,False,31.62,0.96,44,,
6J8I,9SR,A,2007,off_site,False,31.98,0.64,42,,
6J8J,9SR,A,2007,off_site,False,31.99,0.64,42,,
7W9M,9SR,A,2001,off_site,False,31.98,0.59,44,,
21TP,A1E26,A,2017,off_site,False,19.29,1.19,32,,
21TQ,A1E26,A,2004,off_site,False,14.95,1.35,41,,
6NT3,AJP,A,1620,off_site,False,43.74,1.55,38,,
6NT4,AJP,A,1611,off_site,False,43.58,1.5,40,,
7XM9,G2E,A,2302,off_site,False,18.5,0.69,42,,
7XMF,G2W,A,2303,off_site,False,18.05,0.71,42,,
7XMG,G4I,A,2302,off_site,False,16.32,0.99,38,,
8THH,IYJ,A,2003,off_site,False,19.25,0.55,43,,
8S9B,LQO,A,2002,off_site,False,20.22,0.59,43,,
8G1A,P0T,A,2004,off_site,False,12.72,1.34,40,,
8G1A,P0T,A,2005,off_site,False,24.91,1.34,40,,
21TQ,P3X,A,2018,off_site,False,17.34,1.35,41,,
7W9K,P5S,A,2002,off_site,False,47.37,0.86,42,,
7W9K,P5S,A,2031,off_site,False,52.83,0.86,42,,
7W9K,P5S,A,2019,off_site,False,27.63,0.86,42,,
7W9L,P5S,A,2002,off_site,False,46.8,0.97,44,,
7W9L,P5S,A,2029,off_site,False,54.73,0.97,44,,
7W9L,P5S,A,2017,off_site,False,27.46,0.97,44,,
7W9M,P5S,A,2004,off_site,False,46.92,0.59,44,,
7W9P,P5S,A,2017,off_site,False,26.29,0.86,43,,
7W9P,P5S,A,2029,off_site,False,51.76,0.86,43,,
7W9P,P5S,A,2003,off_site,False,46.57,0.86,43,,
7W9T,P5S,A,2017,off_site,False,28.06,0.96,44,,
7W9T,P5S,A,2003,off_site,False,47.7,0.96,44,,
7XVE,P5S,A,2031,off_site,False,51.5,1.14,43,,
7XVF,P5S,A,2031,off_site,False,51.77,1.03,39,,
8G1A,P5S,A,2006,off_site,False,48.95,1.34,40,,
8G1A,P5S,A,2019,off_site,False,28.61,1.34,40,,
8I5B,P5S,A,2003,off_site,False,46.84,0.0,45,,
8I5X,P5S,A,2002,off_site,False,47.3,0.95,42,,
8I5Y,P5S,A,2002,off_site,False,47.29,0.96,42,,
8S9B,P5S,A,2011,off_site,False,27.4,0.59,43,,
8S9B,P5S,A,2004,off_site,False,47.21,0.59,43,,
8S9C,P5S,A,2022,off_site,False,52.5,0.58,43,,
8S9C,P5S,A,2013,off_site,False,26.94,0.58,43,,
8S9C,P5S,A,2004,off_site,False,47.62,0.58,43,,
8THG,P5S,A,2009,off_site,False,27.28,0.7,43,,
8THH,P5S,A,2012,off_site,False,26.71,0.55,43,,
8XMM,P5S,A,2020,off_site,False,51.75,0.96,39,,
9ITI,P5S,A,2013,off_site,False,28.42,0.95,44,,
9ITI,P5S,A,2003,off_site,False,46.14,0.95,44,,
8I5G,T70,A,2005,off_site,False,50.78,0.99,43,,
8I5X,T7F,A,2009,off_site,False,19.33,0.95,42,,
8I5Y,TB4,A,2008,off_site,False,20.9,0.96,42,,
8J4F,UK0,A,2003,off_site,False,18.58,1.02,43,,
8F0P,X7L,A,1610,off_site,False,47.29,1.49,39,,
8F0Q,X7R,A,1604,off_site,False,46.5,1.5,39,,
8F0R,X7W,A,1606,off_site,False,50.57,1.46,39,,
8F0S,X80,A,1605,off_site,False,47.28,1.55,38,,
