pdb_id,het_code,chain,seqid,status,representative,centroid_distance,pocket_rmsd,n_pocket,aligned_mol2,message
7W9L,9Z9,A,2006,off_site,False,48.41,0.71,45,,
7W9T,9Z9,A,2007,off_site,False,49.23,0.91,46,,
8G1A,9Z9,A,2009,off_site,False,49.18,0.62,46,,
8I5G,9Z9,A,2003,off_site,False,48.14,0.01,46,,
8I5X,9Z9,A,2006,off_site,False,48.64,0.49,46,,
8I5Y,9Z9,A,2005,off_site,False,48.49,0.55,46,,
8J4F,9Z9,A,2006,off_site,False,48.84,0.53,46,,
9ITI,9Z9,A,2024,off_site,False,48.99,0.66,45,,
21TP,A1E26,A,2017,off_site,False,44.98,0.83,45,,
21TQ,A1E26,A,2004,off_site,False,54.82,0.73,45,,
6NT3,AJP,A,1620,off_site,False,69.49,0.96,43,,
6NT4,AJP,A,1611,off_site,False,69.97,1.3,39,,
7XM9,G2E,A,2302,off_site,False,43.15,1.19,45,,
7XMF,G2W,A,2303,off_site,False,42.43,1.2,45,,
7XMG,G4I,A,2302,off_site,False,43.88,1.01,45,,
8THH,IYJ,A,2004,off_site,False,49.7,0.55,45,,
8THH,IYJ,A,2003,off_site,False,43.7,0.55,45,,
8S9B,LQO,A,2003,off_site,False,49.52,0.64,45,,
8S9B,LQO,A,2002,off_site,False,40.9,0.64,45,,
8S9C,N6W,A,2003,off_site,False,50.62,0.6,45,,
8I5B,OJ0,A,2021,off_site,False,50.47,0.64,45,,
8G1A,P0T,A,2004,off_site,False,52.22,0.62,46,,
8G1A,P0T,A,2005,off_site,False,34.46,0.62,46,,
21TQ,P3X,A,2018,off_site,False,49.23,0.73,45,,
7W9K,P5S,A,2002,off_site,False,70.46,0.71,46,,
7W9K,P5S,A,2031,off_site,False,28.55,0.71,46,,
7W9K,P5S,A,2019,off_site,False,28.04,0.71,46,,
7W9L,P5S,A,2002,off_site,False,69.75,0.71,45,,
7W9L,P5S,A,2029,off_site,False,29.36,0.71,45,,
7W9L,P5S,A,2017,off_site,False,27.87,0.71,45,,
7W9M,P5S,A,2004,off_site,False,71.13,0.81,46,,
7W9P,P5S,A,2017,off_site,False,28.4,0.85,45,,
7W9P,P5S,A,2029,off_site,False,28.53,0.85,45,,
7W9P,P5S,A,2003,off_site,False,70.88,0.85,45,,
7W9T,P5S,A,2017,off_site,False,28.49,0.91,46,,
7W9T,P5S,A,2003,off_site,False,71.29,0.91,46,,
7XVE,P5S,A,2031,off_site,False,27.6,0.56,34,,
7XVF,P5S,A,2031,off_site,False,27.3,0.63,46,,
8G1A,P5S,A,2006,off_site,False,71.4,0.62,46,,
8G1A,P5S,A,2019,off_site,False,28.31,0.62,46,,
8I5B,P5S,A,2003,off_site,False,70.16,0.64,45,,
8I5X,P5S,A,2002,off_site,False,70.12,0.49,46,,
8I5Y,P5S,A,2002,off_site,False,70.07,0.55,46,,
8S9B,P5S,A,2011,off_site,False,27.81,0.64,45,,
8S9B,P5S,A,2004,off_site,False,70.3,0.64,45,,
8S9C,P5S,A,2022,off_site,False,28.66,0.6,45,,
8S9C,P5S,A,2013,off_site,False,28.26,0.6,45,,
8S9C,P5S,A,2004,off_site,False,70.52,0.6,45,,
8THG,P5S,A,2009,off_site,False,28.28,0.75,46,,
8THH,P5S,A,2012,off_site,False,28.21,0.55,45,,
8XMM,P5S,A,2020,off_site,False,27.76,0.62,46,,
9ITI,P5S,A,2013,off_site,False,28.11,0.66,45,,
9ITI,P5S,A,2003,off_site,False,73.56,0.66,45,,
8I5X,T7F,A,2009,off_site,False,46.79,0.49,46,,
8I5Y,TB4,A,2008,off_site,False,36.94,0.55,46,,
8J4F,UK0,A,2003,off_site,False,50.14,0.53,46,,
8F0Q,X7R,A,1604,off_site,False,8.72,1.17,45,,
5EK0,5P2,D,1806,symmetry_dup,False,1.92,1.49,30,,
5EK0,5P2,A,1808,symmetry_dup,False,4.31,1.73,26,,
5EK0,5P2,B,1806,symmetry_dup,False,2.25,1.57,33,,
