pdb_id,het_code,chain,seqid,status,representative,centroid_distance,pocket_rmsd,n_pocket,aligned_mol2,message
9KDM,F0F,B,801,off_site,False,9.9,0.38,63,,
9KDM,F0F,A,702,off_site,False,9.9,0.38,63,,
8HFG,LDP,A,702,off_site,False,27.65,0.37,63,,
8HFF,LNR,A,702,off_site,False,27.73,0.41,63,,
8WGX,LNR,A,702,off_site,False,27.54,0.46,63,,
4XP1,P4G,A,707,off_site,False,24.65,1.25,52,,
4XP4,P4G,A,702,off_site,False,15.29,1.17,52,,
4XP4,P4G,A,703,off_site,False,24.24,1.17,52,,
4XP5,P4G,A,604,off_site,False,15.01,1.17,54,,
4XP9,P4G,C,707,off_site,False,24.74,1.32,51,,
4XP9,P4G,C,708,off_site,False,32.2,1.32,51,,
4XPF,P4G,A,702,off_site,False,14.7,1.12,52,,
4XPH,P4G,A,601,off_site,False,25.13,1.21,57,,
6M0F,P4G,A,604,off_site,False,14.41,1.41,52,,
8ZOY,PTY,A,703,off_site,False,20.18,0.0,63,,
8ZP1,PTY,A,705,off_site,False,20.59,1.19,52,,
8ZP2,PTY,A,705,off_site,False,20.8,1.19,52,,
8ZPB,PTY,A,705,off_site,False,20.71,0.63,62,,
9KDA,YG7,B,702,off_site,False,9.15,0.56,63,,
9KDA,YG7,A,701,off_site,False,9.15,0.56,63,,
8YR2,41U,B,701,symmetry_dup,False,2.1,1.22,51,,
9KDH,A1D5S,A,702,symmetry_dup,False,6.23,0.47,63,,
9KE3,A1EFR,A,701,symmetry_dup,False,6.37,0.49,63,,
8Y8Z,A1LX3,A,701,symmetry_dup,False,1.61,1.1,51,,
8Y92,A1LX4,A,701,symmetry_dup,False,2.58,1.22,54,,
8Y91,A1LX5,D,703,symmetry_dup,False,3.47,1.11,53,,
8Y95,E5E,D,701,symmetry_dup,False,0.6,0.84,62,,
